,volume,vwap,open,close,high,low,datetime,trades
817,16391.595004,678.9758,679.0,678.97,679.0,678.97,2026-03-03 17:41:00-05:00,41
818,286.292001,679.033,679.03,679.05,679.05,679.03,2026-03-03 17:42:00-05:00,13
819,909.456542,679.0509,679.05,679.05,679.06,678.98,2026-03-03 17:43:00-05:00,24
820,105.16316,679.0582,679.06,679.06,679.06,679.06,2026-03-03 17:44:00-05:00,13
821,297.151408,678.9937,678.97,678.99,678.99,678.97,2026-03-03 17:45:00-05:00,23
822,458.294562,678.9812,678.99,678.99,678.99,678.98,2026-03-03 17:46:00-05:00,20
823,363.295344,678.978,678.97,678.99,678.99,678.97,2026-03-03 17:47:00-05:00,14
824,316.580661,678.9799,678.98,678.98,678.98,678.98,2026-03-03 17:48:00-05:00,12
825,865.064728,678.984,678.99,678.9796,678.99,678.9796,2026-03-03 17:49:00-05:00,27
826,3178.01031,678.9939,678.99,678.99,679.09,678.99,2026-03-03 17:50:00-05:00,31
827,427.734695,678.9993,678.99,678.99,679.05,678.99,2026-03-03 17:51:00-05:00,18
828,5202.971254,678.9901,678.99,678.99,678.99,678.99,2026-03-03 17:52:00-05:00,25
829,141.208191,679.0141,679.0,679.0,679.0,679.0,2026-03-03 17:53:00-05:00,10
830,2521.255049,679.1434,679.06,679.09,679.25,679.02,2026-03-03 17:54:00-05:00,73
831,382.125657,679.0841,679.0208,679.1,679.11,679.0208,2026-03-03 17:56:00-05:00,18
832,194.461608,679.0912,679.0999,679.0999,679.0999,679.0999,2026-03-03 17:57:00-05:00,16
833,451.808418,679.1259,679.2077,679.1,679.2077,679.1,2026-03-03 17:58:00-05:00,12
834,962.393309,679.1004,679.1,679.1,679.12,679.09,2026-03-03 17:59:00-05:00,33
835,7302.720429,678.8391,679.0,678.67,679.0,678.67,2026-03-03 18:00:00-05:00,179
836,4051.045014,678.8863,678.7,679.0301,679.04,678.6619,2026-03-03 18:01:00-05:00,68
837,3253.230929,678.9865,679.03,678.86,679.07,678.85,2026-03-03 18:02:00-05:00,65
838,6853.266693,678.5164,678.76,678.7,678.76,678.42,2026-03-03 18:03:00-05:00,138
839,1251.821439,678.73,678.77,678.65,678.8,678.64,2026-03-03 18:04:00-05:00,41
840,1640.120281,678.5518,678.66,678.44,678.69,678.3487,2026-03-03 18:05:00-05:00,61
841,3175.06767,678.3746,678.37,678.38,678.45,678.27,2026-03-03 18:06:00-05:00,73
842,5235.439044,678.4535,678.4,678.53,678.8,678.29,2026-03-03 18:07:00-05:00,142
843,2468.447111,678.7445,678.61,678.92,678.92,678.61,2026-03-03 18:08:00-05:00,61
844,5620.68428,679.2115,678.92,679.2,679.26,678.92,2026-03-03 18:09:00-05:00,82
845,1249.685417,679.2085,679.19,679.28,679.28,679.19,2026-03-03 18:10:00-05:00,22
846,4674.720215,679.4003,679.28,679.5,679.5,679.27,2026-03-03 18:11:00-05:00,83
847,6540.503881,679.4199,679.37,679.5,679.54,679.35,2026-03-03 18:12:00-05:00,71
848,5958.569877,679.6703,679.59,679.64,679.76,679.59,2026-03-03 18:13:00-05:00,85
849,2021.654571,679.6416,679.62,679.7401,679.7401,679.61,2026-03-03 18:14:00-05:00,48
850,21416.461966,680.065,679.79,679.79,680.2,679.78,2026-03-03 18:15:00-05:00,430
851,2649.049865,679.6528,679.75,679.59,679.75,679.54,2026-03-03 18:16:00-05:00,79
852,115.315028,679.7721,679.747,679.747,679.747,679.747,2026-03-03 18:17:00-05:00,16
853,625.361747,679.7005,679.7,679.7,679.71,679.65,2026-03-03 18:18:00-05:00,24
854,2655.726726,679.6865,679.61,679.85,679.85,679.61,2026-03-03 18:19:00-05:00,66
855,1958.089053,679.6142,679.6,679.64,679.65,679.55,2026-03-03 18:20:00-05:00,56
856,3013.291913,679.5767,679.551,679.66,679.66,679.55,2026-03-03 18:21:00-05:00,38
857,4012.250795,679.5495,679.59,679.34,679.65,679.34,2026-03-03 18:22:00-05:00,72
858,6055.072229,679.4817,679.41,679.34,679.5,679.34,2026-03-03 18:23:00-05:00,57
859,7405.207847,679.2592,679.34,679.21,679.34,679.21,2026-03-03 18:24:00-05:00,70
860,2913.474159,679.2261,679.21,679.22,679.23,679.2,2026-03-03 18:25:00-05:00,50
861,4767.061876,679.1172,679.2,679.04,679.23,679.03,2026-03-03 18:26:00-05:00,57
862,883.998707,678.8582,678.9201,678.8,678.94,678.8,2026-03-03 18:27:00-05:00,40
863,1908.31745,678.8297,678.79,678.85,678.86,678.79,2026-03-03 18:28:00-05:00,30
864,104.067405,678.8946,678.86,678.86,678.86,678.86,2026-03-03 18:29:00-05:00,21
865,1638.271916,678.9275,678.95,678.9099,678.98,678.86,2026-03-03 18:30:00-05:00,39
866,73.040423,678.9327,678.9296,678.9296,678.9296,678.9296,2026-03-03 18:31:00-05:00,13
867,430.019956,678.875,678.86,678.9122,678.9122,678.86,2026-03-03 18:32:00-05:00,21
868,781.936666,678.8637,678.86,678.8812,678.8812,678.86,2026-03-03 18:33:00-05:00,14
869,716.12985,678.9391,678.91,678.99,678.99,678.91,2026-03-03 18:35:00-05:00,30
