,volume,vwap,open,close,high,low,datetime,trades
728,24606.654158,685.7097,685.79,685.57,685.79,685.56,2026-03-02 16:09:00-05:00,243
729,28923.720728,685.5488,685.6,685.53,685.64,685.48,2026-03-02 16:10:00-05:00,343
730,26625.843148,685.6714,685.57,685.65,685.7,685.57,2026-03-02 16:11:00-05:00,249
731,272486.278079,686.1023,685.65,685.75,686.2,685.65,2026-03-02 16:12:00-05:00,1159
732,17382.844894,685.8779,685.79,685.84,685.9,685.76,2026-03-02 16:13:00-05:00,230
733,1154177.397387,685.8213,685.86,685.92,686.01,685.78,2026-03-02 16:14:00-05:00,638
734,137924.609897,686.3429,685.91,685.69,685.91,685.6505,2026-03-02 16:15:00-05:00,168
735,2267173.548566,686.6655,685.71,685.74,685.7999,685.71,2026-03-02 16:16:00-05:00,131
736,6066.831347,685.7458,685.68,685.6,685.71,685.6,2026-03-02 16:17:00-05:00,132
737,6759.271975,685.6189,685.56,685.59,685.66,685.52,2026-03-02 16:18:00-05:00,115
738,4824.318289,685.7155,685.64,685.6399,685.71,685.639,2026-03-02 16:19:00-05:00,48
739,31205.089285,685.54,685.62,685.54,685.63,685.5,2026-03-02 16:20:00-05:00,200
740,28160.276639,685.567,685.5892,685.7031,685.72,685.5,2026-03-02 16:21:00-05:00,291
741,13487.18794,685.7018,685.7031,685.56,685.7705,685.56,2026-03-02 16:22:00-05:00,126
742,31587.030301,685.6366,685.57,685.64,685.67,685.57,2026-03-02 16:23:00-05:00,263
743,7076.125993,685.7435,685.68,685.75,685.81,685.67,2026-03-02 16:24:00-05:00,100
744,16191.387423,685.7268,685.75,685.73,685.771,685.68,2026-03-02 16:25:00-05:00,109
745,2980.404925,685.8626,685.79,685.73,685.79,685.73,2026-03-02 16:26:00-05:00,41
746,6114.056122,685.7875,685.74,685.76,685.81,685.74,2026-03-02 16:27:00-05:00,59
747,24849.977029,685.7866,685.76,685.79,685.8,685.74,2026-03-02 16:28:00-05:00,172
748,1590.261267,685.9,685.82,685.811,685.82,685.761,2026-03-02 16:29:00-05:00,37
749,6415.807887,685.9202,685.83,685.84,685.85,685.82,2026-03-02 16:30:00-05:00,65
750,29123.122382,685.8785,685.78,685.86,685.9,685.78,2026-03-02 16:31:00-05:00,214
751,7359.374245,686.0182,685.89,686.003,686.06,685.89,2026-03-02 16:32:00-05:00,103
752,710.066565,686.071,685.97,686.01,686.04,685.97,2026-03-02 16:33:00-05:00,25
753,21877.872356,685.9672,685.96,685.94,685.9792,685.92,2026-03-02 16:34:00-05:00,122
754,18741.496407,685.9536,685.94,685.91,685.94,685.91,2026-03-02 16:35:00-05:00,100
755,3208.936278,686.1369,685.92,685.93,685.94,685.9,2026-03-02 16:36:00-05:00,50
756,5214.586535,686.0143,685.93,685.92,685.94,685.92,2026-03-02 16:37:00-05:00,55
757,9922.053787,685.9538,685.94,685.95,685.99,685.94,2026-03-02 16:38:00-05:00,86
